modelId,since-create,since-last-model-update,has-license,what-license,what-library,what-task,num-commit,num-discussion,model-size,num-update,update-interval,since-last-update,num-update-contributor,isEnglish,num-code-block,num-inline-code,num-list,num-link,num-img,num-table,num-emoji,num-heading,num-word,has-description,has-uses,has-limitations-and-bias,has-training,has-evaluation,quality
DrishtiSharma/wav2vec2-large-xls-r-300m-ab-v4,1.85529205,2.423890226,0.798216154,-0.461010685,0.299298984,-0.950937518,-0.274891378,-0.121623863,-0.173519568,-0.358147335,3.249897182,2.143867955,-0.260176026,0.202999486,-0.414581599,-0.326488017,0.6605308,-0.346565666,-0.100524931,0.604294654,-0.136523566,-0.014164666,-0.267469304,0.53973304,1.173105088,-0.242196651,1.173105088,1.722958615,0
Helsinki-NLP/opus-mt-es-nl,4.140787077,-0.013240778,0.798216154,-0.461010685,0.299298984,-1.361188309,1.151112349,-0.121623863,-0.204530815,-0.054991913,1.519720105,2.690144843,1.439939732,0.202999486,-0.414581599,-0.326488017,0.016980226,-0.143658785,-0.100524931,0.604294654,-0.136523566,-0.594533146,-0.35255433,0.53973304,-0.852438549,-0.242196651,-0.852438549,1.722958615,0
Helsinki-NLP/opus-mt-sv-tiv,4.115671747,-0.013240778,0.798216154,-0.461010685,0.299298984,-1.361188309,0.922951753,-0.121623863,-0.205394117,-0.054991913,1.519720105,2.686214793,1.439939732,0.202999486,-0.414581599,-0.326488017,0.016980226,-0.143658785,-0.100524931,0.604294654,-0.136523566,-0.594533146,-0.35255433,0.53973304,1.173105088,-0.242196651,1.173105088,-0.580396994,0
MultiBertGunjanPatrick/multiberts-seed-15,2.303780085,2.913895401,0.798216154,-0.461010685,0.299298984,-1.361188309,-0.217851229,-0.121623863,-0.199954125,-0.054991913,0.677463815,2.591893604,-0.260176026,0.202999486,0.376987298,-0.155223022,-0.224351239,0.194519349,-0.057377764,-0.486313316,-0.136523566,0.179291494,0.551615872,0.53973304,1.173105088,4.128876245,1.173105088,-0.580396994,1
SauravMaheshkar/clr-finetuned-bert-large-uncased,2.572872906,2.961176602,0.798216154,0.936307939,0.299298984,-0.540686728,-0.274891378,-0.121623863,-0.170989279,-0.054991913,0.804309641,2.635124149,1.439939732,0.202999486,-0.414581599,-0.326488017,-0.70701417,0.059248095,-0.057377764,0.604294654,-0.136523566,-0.691261226,-0.353688797,-1.852767805,1.173105088,-0.242196651,1.173105088,1.722958615,0
ali2066/finetuned_sentence_itr0_2e-05_all_27_02_2022-22_25_09,1.740479113,2.286344913,0.798216154,-0.461010685,0.20743074,0.55331538,-0.103770931,-0.121623863,-0.205508903,-0.358147335,3.087534524,2.018106369,-0.260176026,0.202999486,-0.414581599,-0.326488017,0.419199335,-0.346565666,-0.100524931,0.604294654,-0.136523566,-0.014164666,-0.249317832,0.53973304,1.173105088,-0.242196651,1.173105088,1.722958615,0
aypan17/distilgpt2-imdb,1.751242826,2.299239786,0.798216154,-0.461010685,0.299298984,0.690065644,-0.388971676,-0.121623863,-0.203381754,-0.206569624,1.088444293,2.029896518,1.439939732,0.202999486,-0.414581599,-0.326488017,0.17786787,-0.278930039,-0.100524931,-0.486313316,-0.136523566,-0.014164666,-0.311713517,0.53973304,1.173105088,-0.242196651,1.173105088,-0.580396994,0
emre/distilbert-tr-q-a,1.776358156,2.329327823,-1.252793489,-0.810340341,0.299298984,0.279814853,-0.103770931,-0.042557921,-0.199964179,-0.358147335,3.138272855,2.057406865,-0.260176026,0.202999486,0.376987298,-0.326488017,-0.546126526,-0.278930039,-0.100524931,-0.486313316,-0.136523566,-0.497805066,-0.252721233,0.53973304,1.173105088,-0.242196651,1.173105088,-0.580396994,1
google/multiberts-seed_0-step_800k,2.145912297,2.772051798,0.798216154,-0.461010685,0.299298984,-1.361188309,-0.446011826,-0.121623863,-0.199954125,-0.358147335,3.660877661,2.462201969,-0.260176026,0.202999486,0.376987298,-0.326488017,-0.546126526,0.126883722,-0.100524931,-0.486313316,-0.136523566,-0.401076986,0.072870797,0.53973304,-0.852438549,-0.242196651,-0.852438549,-0.580396994,1
huggingtweets/ai_hexcrawl-gptmicrofic,2.321719606,2.982668057,-1.252793489,-0.810340341,0.299298984,0.690065644,-0.331931527,-0.042557921,-0.197705216,-0.054991913,0.687611481,2.654774397,-0.260176026,0.202999486,-0.1507253,-0.326488017,-0.70701417,0.329790603,0.028916571,0.604294654,0.315375399,-0.207620826,-0.164232807,-1.852767805,1.173105088,4.128876245,1.173105088,-0.580396994,1
huggingtweets/evetheism,2.910135908,3.494164687,-1.252793489,-0.810340341,-0.160042239,0.690065644,-0.217851229,-0.121623863,-0.197705081,-0.054991913,0.961598467,3.287512375,-0.260176026,0.202999486,-0.1507253,-0.326488017,-0.70701417,0.39742623,0.028916571,0.604294654,0.315375399,-0.207620826,-0.173308543,0.53973304,1.173105088,4.128876245,1.173105088,-0.580396994,1
huggingtweets/maxnoichl,2.956778664,3.494164687,-1.252793489,-0.810340341,-0.160042239,0.690065644,-0.274891378,-0.121623863,-0.197705083,-0.206569624,1.94084825,3.350393168,-0.260176026,0.202999486,-0.1507253,-0.326488017,-0.70701417,0.39742623,0.028916571,0.604294654,0.089425917,-0.207620826,-0.17444301,0.53973304,1.173105088,4.128876245,1.173105088,-0.580396994,1
huggingtweets/t2scania,2.906548004,3.489866396,-1.252793489,-0.810340341,-0.160042239,0.690065644,-0.274891378,-0.121623863,-0.197705081,-0.206569624,1.905331418,3.295372474,-0.260176026,0.202999486,-0.1507253,-0.326488017,-0.70701417,0.39742623,0.028916571,0.604294654,0.089425917,-0.207620826,-0.175577477,0.53973304,1.173105088,4.128876245,1.173105088,-0.580396994,1
jiobiala24/wav2vec2-base-checkpoint-9,1.858879954,2.428188517,0.798216154,-0.461010685,0.20743074,-0.950937518,-0.274891378,-0.121623863,-0.20197594,-0.358147335,3.254971015,2.147798005,-0.260176026,0.202999486,-0.414581599,-0.326488017,0.499643157,-0.346565666,-0.100524931,0.604294654,-0.136523566,-0.014164666,-0.181249812,0.53973304,1.173105088,-0.242196651,1.173105088,1.722958615,0
microsoft/xprophetnet-large-wiki100-cased-xglue-ntg,3.817875691,0.863610589,-1.252793489,-0.810340341,0.299298984,1.237066698,0.580710858,-0.042557921,-0.134832294,-0.206569624,2.204687569,2.701934991,1.439939732,0.202999486,0.113130999,-0.326488017,-0.70701417,-0.211294412,-0.100524931,-0.486313316,-0.136523566,-0.497805066,-0.07234098,0.53973304,-0.852438549,-0.242196651,-0.852438549,-0.580396994,1
phongdtd/wavLM-VLSP-vi-base,1.769182347,2.312134659,-1.252793489,-0.810340341,0.20743074,-0.950937518,1.892634288,-0.121623863,-0.201967605,-0.206569624,1.09859196,2.045616716,-0.260176026,0.202999486,-0.414581599,-0.326488017,0.901862266,-0.346565666,-0.100524931,-0.486313316,-0.136523566,-0.014164666,-0.278813974,0.53973304,1.173105088,-0.242196651,1.173105088,1.722958615,0
stanfordnlp/stanza-pcm,2.361186554,-0.963163091,0.798216154,-0.461010685,0.850508452,1.373816961,1.493353244,-0.121623863,-0.214127239,4.795494826,-0.78380011,-0.953011093,1.439939732,0.202999486,-0.414581599,0.016041972,-0.70701417,-0.278930039,-0.100524931,-0.486313316,-0.136523566,-0.691261226,-0.313982451,0.53973304,-0.852438549,-0.242196651,-0.852438549,-0.580396994,0
yancong/distilbert-base-uncased-finetuned-existence,1.758418634,2.307836368,0.798216154,-0.461010685,0.20743074,-0.540686728,-0.331931527,-0.042557921,-0.205505005,-0.358147335,3.112903689,2.037756617,-0.260176026,0.202999486,-0.414581599,-0.326488017,0.258311691,-0.346565666,-0.100524931,0.604294654,-0.136523566,-0.014164666,-0.278813974,0.53973304,1.173105088,-0.242196651,1.173105088,1.722958615,0
huggingtweets/ericson_ubbhult,1.67948474,1.886603849,-1.252793489,-0.810340341,0.299298984,0.690065644,-0.103770931,-0.121623863,-0.197705432,0.551318929,-0.362671965,1.652611761,1.439939732,0.202999486,-0.1507253,-0.326488017,-0.70701417,0.329790603,0.028916571,0.604294654,1.671072294,-0.207620826,-0.172174076,0.53973304,1.173105088,4.128876245,1.173105088,-0.580396994,1
jingwei001/distilgpt2-finetuned-wikitext2,1.618490367,2.140203019,0.798216154,-0.461010685,0.20743074,0.690065644,-0.331931527,-0.121623863,-0.203381791,-0.358147335,2.915024199,1.884484684,-0.260176026,0.202999486,-0.414581599,-0.326488017,0.258311691,-0.346565666,-0.100524931,0.604294654,-0.136523566,-0.014164666,-0.278813974,0.53973304,1.173105088,-0.242196651,1.173105088,1.722958615,0
repro-rights-amicus-briefs/bert-base-uncased-2-finetuned-RRamicus,1.575435516,2.084325236,0.798216154,-0.461010685,0.20743074,-0.540686728,-0.331931527,-0.042557921,-0.200030606,-0.358147335,2.84906437,1.83339404,-0.260176026,0.202999486,-0.414581599,-0.326488017,0.258311691,-0.346565666,-0.100524931,0.604294654,-0.136523566,-0.014164666,-0.247048898,0.53973304,1.173105088,-0.242196651,1.173105088,1.722958615,0
peringe/finetuning-sentiment-model-3000-samples-pi,1.52879276,2.032745744,0.798216154,-0.461010685,0.20743074,0.55331538,-0.331931527,0.036508021,-0.205509086,-0.358147335,2.788178373,1.786233446,-0.260176026,0.202999486,-0.414581599,-0.326488017,0.419199335,-0.346565666,-0.100524931,-0.486313316,-0.136523566,-0.014164666,-0.294696512,0.53973304,1.173105088,-0.242196651,1.173105088,1.722958615,0
Witthawin/TEST2ppo-LunarLander-v2,1.496501622,1.994061125,-1.252793489,-0.810340341,0.80457433,0.416565117,-0.446011826,-0.121623863,-0.214123104,-0.358147335,2.742513875,1.750863,-0.260176026,0.202999486,-0.414581599,-0.326488017,-0.70701417,-0.346565666,-0.100524931,-0.486313316,-0.136523566,-0.594533146,-0.363899,0.53973304,-0.852438549,-0.242196651,-0.852438549,-0.580396994,0
SNCannon/DialoGPT-medium-merc,1.471386292,1.963973087,-1.252793489,-0.810340341,0.299298984,0.690065644,0.124389666,-0.121623863,-0.167649121,-0.358147335,2.706997044,1.723352653,-0.260176026,0.202999486,-0.414581599,-0.326488017,-0.70701417,-0.414201293,-0.100524931,-0.486313316,-0.136523566,-0.691261226,-0.388857274,-1.852767805,-0.852438549,-0.242196651,-0.852438549,-0.580396994,0
chrisvinsen/wav2vec2-3,1.439095153,1.925288468,0.798216154,-0.461010685,0.20743074,-0.950937518,-0.274891378,-0.121623863,-0.201976253,-0.358147335,2.661332546,1.687982207,-0.260176026,0.202999486,-0.414581599,-0.326488017,0.419199335,-0.346565666,-0.100524931,0.604294654,-0.136523566,-0.014164666,-0.122257528,0.53973304,1.173105088,-0.242196651,1.173105088,1.722958615,0
sahn/distilbert-base-uncased-finetuned-imdb-subtle,1.410391919,1.89090214,0.798216154,-0.461010685,0.20743074,0.55331538,-0.274891378,0.036508021,-0.205509082,-0.206569624,0.849974139,1.65654181,-0.260176026,0.202999486,-0.414581599,0.016041972,0.338755513,-0.346565666,-0.100524931,0.604294654,-0.136523566,-0.014164666,-0.237973162,0.53973304,1.173105088,-0.242196651,1.173105088,1.722958615,0
pyf98/librispeech_branchformer_e18_linear3072,1.385276589,1.688882463,0.798216154,0.237648627,-1.17059293,-0.950937518,-0.388971676,-0.121623863,-0.17710519,-0.206569624,0.829678807,1.471829481,-0.260176026,0.202999486,0.640843597,0.872366943,-0.224351239,-0.211294412,-0.100524931,2.785510594,-0.136523566,0.276019574,5.931258404,0.53973304,1.173105088,-0.242196651,1.173105088,-0.580396994,1
crumb/gpt2-regular-large,1.360161259,1.766251701,-1.252793489,-0.810340341,0.20743074,0.690065644,-0.046730782,-0.121623863,-0.113291552,0.248163508,-0.230752305,1.542570373,-0.260176026,0.202999486,-0.1507253,-0.326488017,0.258311691,-0.414201293,-0.100524931,0.604294654,-0.136523566,-0.304348906,-0.199401284,0.53973304,1.173105088,-0.242196651,1.173105088,1.722958615,1
Corianas/qrdqn-3Frame-SpaceInvadersNoFrameskip_1.best,1.327870121,1.792041447,-1.252793489,-0.810340341,0.80457433,0.416565117,-0.331931527,-0.121623863,-0.212943977,-0.054991913,0.215745005,1.566150671,-0.260176026,0.202999486,0.376987298,-0.326488017,-0.70701417,-0.076023159,-0.100524931,-0.486313316,-0.136523566,-0.401076986,-0.230031893,0.53973304,1.173105088,-0.242196651,1.173105088,-0.580396994,1
JamesonSpiff/chatBot_test_model,1.291991078,1.744760246,-1.252793489,-0.810340341,-1.584000031,-1.361188309,-0.331931527,-0.121623863,-0.214127239,-0.206569624,0.758645144,1.522920126,-0.260176026,0.202999486,-0.414581599,-0.326488017,-0.70701417,-0.414201293,-0.100524931,-0.486313316,-0.136523566,-0.691261226,-0.391126208,-1.852767805,-0.852438549,-0.242196651,-0.852438549,-0.580396994,0
jonatasgrosman/exp_w2v2t_sv-se_xlsr-53_s328,1.266875748,1.7189705,0.798216154,-0.461010685,0.299298984,-0.950937518,-0.446011826,-0.121623863,-0.173520719,-0.358147335,2.417788558,1.499339828,-0.260176026,0.202999486,-0.414581599,-0.326488017,-0.70701417,-0.211294412,-0.100524931,-0.486313316,-0.136523566,-0.691261226,-0.350285396,0.53973304,-0.852438549,-0.242196651,-0.852438549,-0.580396994,0
jonatasgrosman/exp_w2v2t_es_unispeech-sat_s42,1.259699939,1.710373918,0.798216154,-0.461010685,0.299298984,-0.950937518,-0.446011826,-0.121623863,-0.173520601,-0.358147335,2.407640892,1.491479729,-0.260176026,0.202999486,-0.414581599,-0.326488017,-0.70701417,-0.211294412,-0.100524931,-0.486313316,-0.136523566,-0.691261226,-0.350285396,0.53973304,-0.852438549,-0.242196651,-0.852438549,-0.580396994,0
Al020198zee/ppo-Walker2DBulletEnv-v0,1.223820897,1.667391008,-1.252793489,-0.810340341,0.80457433,0.416565117,-0.331931527,-0.121623863,-0.214070113,-0.054991913,0.170080507,1.452179234,-0.260176026,0.202999486,-0.1507253,-0.326488017,-0.70701417,-0.346565666,-0.100524931,-0.486313316,-0.136523566,-0.594533146,-0.355957731,0.53973304,-0.852438549,-0.242196651,-0.852438549,-0.580396994,0
bigmorning/distilgpt_new5_0040,1.202293471,1.641601262,-1.252793489,-0.810340341,1.355783798,0.690065644,-0.388971676,-0.121623863,-0.214127239,-0.358147335,2.326459563,1.428598936,-0.260176026,0.202999486,-0.414581599,-0.326488017,0.016980226,-0.414201293,-0.100524931,0.604294654,-0.136523566,-0.014164666,-0.15175367,0.53973304,1.173105088,-0.242196651,1.173105088,1.722958615,0
ner4archives/fr_ner4archives_camembert_base,1.173590237,1.362212346,-1.252793489,-0.810340341,0.758640208,1.373816961,-0.274891378,-0.121623863,-0.214127239,0.096585797,-0.124201811,1.173145715,-0.260176026,0.202999486,-0.414581599,2.756281878,-0.70701417,-0.211294412,-0.100524931,2.785510594,-0.136523566,-0.594533146,-0.270872705,0.53973304,-0.852438549,-0.242196651,-0.852438549,1.722958615,0
DOOGLAK/Tagged_One_250v7_NER_Model_3Epochs_AUGMENTED,1.148474907,1.577126896,0.798216154,-0.461010685,0.20743074,1.373816961,-0.331931527,-0.121623863,-0.200260664,-0.358147335,2.250352067,1.369648193,-0.260176026,0.202999486,-0.414581599,-0.326488017,0.580086979,-0.346565666,-0.100524931,0.604294654,-0.136523566,-0.014164666,-0.248183365,0.53973304,1.173105088,-0.242196651,1.173105088,-0.580396994,0
research-backup/roberta-large-semeval2012-v2-average-no-mask-prompt-b-nce,1.119771672,1.409493547,-1.252793489,-0.810340341,0.299298984,-0.677436991,0.295510113,-0.121623863,-0.168388997,-0.206569624,0.63687315,1.22030631,-0.260176026,0.202999486,0.376987298,-0.326488017,2.02807577,0.39742623,-0.100524931,-0.486313316,-0.136523566,-0.401076986,-0.104106056,0.53973304,1.173105088,-0.242196651,1.173105088,1.722958615,1
plphuc017/fintuning-sentiment-model-3000-samples,1.076716821,1.491161076,0.798216154,-0.461010685,0.20743074,0.55331538,-0.331931527,-0.121623863,-0.205509078,-0.358147335,2.148875406,1.291047202,-0.260176026,0.202999486,-0.414581599,-0.326488017,0.338755513,-0.346565666,-0.100524931,-0.486313316,-0.136523566,-0.014164666,-0.296965446,0.53973304,1.173105088,-0.242196651,1.173105088,1.722958615,0
TastyOs/swin-tiny-patch4-window7-224-finetuned-eurosat,1.03366197,1.439581584,0.798216154,-0.461010685,0.20743074,-0.403936464,-0.16081108,-0.121623863,-0.210574515,-0.358147335,2.087989409,1.243886607,-0.260176026,0.202999486,-0.414581599,-0.326488017,0.580086979,-0.346565666,-0.100524931,0.604294654,-0.136523566,-0.014164666,-0.26520037,0.53973304,1.173105088,-0.242196651,1.173105088,1.722958615,0
sd-concepts-library/bamse-og-kylling,1.001370831,1.400896965,0.798216154,1.634967251,-1.584000031,-1.361188309,-0.388971676,-0.121623863,-0.214127116,-0.358147335,2.042324911,1.208516161,-0.260176026,0.202999486,-0.414581599,0.016041972,-0.70701417,-0.278930039,0.115210907,-0.486313316,-0.136523566,-0.691261226,-0.327596056,0.53973304,-0.852438549,-0.242196651,-0.852438549,-0.580396994,0
huggingtweets/apandahvevo-apandeez,0.972667597,1.366510637,-1.252793489,-0.810340341,0.299298984,0.690065644,-0.446011826,-0.042557921,-0.197705428,-0.358147335,2.001734246,1.177075765,-0.260176026,0.202999486,-0.1507253,-0.326488017,-0.70701417,0.329790603,0.028916571,0.604294654,0.315375399,-0.207620826,-0.164232807,0.53973304,1.173105088,4.128876245,1.173105088,-0.580396994,1
anas-awadalla/bart-large-few-shot-k-16-finetuned-squad-infilling-seed-4,0.940376458,1.327826018,0.798216154,-0.461010685,0.20743074,1.237066698,-0.331931527,-0.121623863,-0.161826424,-0.358147335,1.956069749,1.141705319,-0.260176026,0.202999486,-0.414581599,-0.326488017,0.17786787,-0.346565666,-0.100524931,-0.486313316,-0.136523566,-0.014164666,-0.311713517,0.53973304,1.173105088,-0.242196651,1.173105088,-0.580396994,0
facebook/textless_sm_sk_es,0.911673224,1.289141399,0.798216154,0.354091846,-1.124658808,-1.087687782,-0.388971676,-0.042557921,-0.214127239,-0.358147335,1.915479084,1.110264923,-0.260176026,0.202999486,-0.414581599,-0.326488017,-0.70701417,-0.346565666,-0.100524931,-0.486313316,-0.136523566,-0.787989306,-0.367302401,-1.852767805,-0.852438549,-0.242196651,-0.852438549,-0.580396994,0
wd255/ddpm-butterflies-128,0.890145799,1.267649944,0.798216154,-0.461010685,-1.308395297,-1.361188309,-0.217851229,-0.121623863,-0.19949241,-0.358147335,1.885036086,1.086684625,-0.260176026,0.202999486,-0.1507253,-0.155223022,0.17786787,-0.278930039,-0.100524931,-0.486313316,0.315375399,-0.014164666,-0.283351842,0.53973304,1.173105088,-0.242196651,1.173105088,-0.580396994,0
ViktorDo/SciBERT-POWO_Climber_Finetuned,0.872206277,1.246158489,-1.252793489,-0.810340341,0.20743074,0.55331538,-0.331931527,0.036508021,-0.199978402,-0.358147335,1.85966692,1.067034377,-0.260176026,0.202999486,-0.414581599,-0.326488017,0.338755513,-0.346565666,-0.100524931,0.604294654,-0.136523566,-0.014164666,-0.275410573,0.53973304,1.173105088,-0.242196651,1.173105088,1.722958615,0
okho0653/distilbert-base-uncased-finetuned-sst-2-english-finetuned-20pc,0.836327234,1.203175578,0.798216154,-0.461010685,0.20743074,0.55331538,-0.331931527,-0.042557921,-0.205509076,-0.358147335,1.80892859,1.027733882,-0.260176026,0.202999486,-0.414581599,-0.326488017,0.419199335,-0.346565666,-0.100524931,0.604294654,-0.136523566,-0.014164666,-0.245914431,0.53973304,1.173105088,-0.242196651,1.173105088,1.722958615,0
dnrkdnrk/kogpt2test-finetuned-wikitext2,0.814799809,1.177385832,-1.252793489,-0.810340341,0.20743074,0.690065644,0.409590411,-0.121623863,-0.19761222,0.248163508,-0.382967298,1.004153585,-0.260176026,0.202999486,-0.414581599,-0.326488017,0.258311691,-0.414201293,-0.100524931,0.604294654,-0.136523566,-0.014164666,-0.278813974,0.53973304,1.173105088,-0.242196651,1.173105088,1.722958615,0
meongracun/nmt-mpst-id-en-lr_0.0001-ep_10-seq_128_bs-32,0.789684479,1.147297795,0.798216154,-0.461010685,0.299298984,1.237066698,-0.331931527,-0.121623863,-0.20633866,-0.358147335,1.74296876,0.976643238,-0.260176026,0.202999486,-0.414581599,-0.326488017,0.419199335,-0.346565666,-0.100524931,0.604294654,-0.136523566,-0.014164666,-0.215283822,0.53973304,1.173105088,-0.242196651,1.173105088,1.722958615,0
huggingtweets/sauruslino,0.771744957,1.12580634,-1.252793489,-0.810340341,0.299298984,0.690065644,-0.388971676,-0.042557921,-0.197705428,-0.206569624,0.393329162,0.95699299,-0.260176026,0.202999486,-0.1507253,-0.326488017,-0.70701417,0.329790603,0.028916571,0.604294654,0.993223847,-0.207620826,-0.175577477,0.53973304,1.173105088,4.128876245,1.173105088,-0.580396994,1
fathyshalab/all-roberta-large-v1-banking-3-16-5,0.75739334,1.100016594,0.798216154,-0.461010685,0.299298984,0.55331538,0.181429815,0.036508021,-0.168386793,-0.206569624,0.383181496,0.933412693,-0.260176026,0.202999486,-0.414581599,-0.326488017,0.338755513,-0.346565666,-0.100524931,0.604294654,-0.136523566,-0.014164666,-0.260662502,0.53973304,1.173105088,-0.242196651,1.173105088,1.722958615,0
CsanadT/whisper_small_sv,0.743041723,-0.142189508,0.798216154,1.634967251,0.299298984,-0.950937518,-0.16081108,-0.042557921,-0.183011176,-0.054991913,-0.114054145,-0.202371628,1.439939732,0.202999486,-0.414581599,-0.326488017,0.499643157,-0.346565666,-0.100524931,0.604294654,-0.136523566,-0.014164666,-0.270872705,0.53973304,1.173105088,-0.242196651,1.173105088,1.722958615,0
besa2001/ppo-LunarLander-v2,0.728690106,1.074226848,-1.252793489,-0.810340341,0.80457433,0.416565117,-0.446011826,-0.121623863,-0.214123008,-0.206569624,0.362886164,0.909832395,-0.260176026,0.202999486,-0.1507253,-0.326488017,-0.70701417,-0.346565666,-0.100524931,-0.486313316,-0.136523566,-0.594533146,-0.355957731,0.53973304,-0.852438549,-0.242196651,-0.852438549,-0.580396994,1
BobMcDear/convnext_small_384_in22ft1k,0.721514297,1.001155901,-1.252793489,-0.810340341,-1.584000031,-1.361188309,-0.388971676,-0.121623863,-0.214127239,-0.358147335,1.570458435,0.843021553,-0.260176026,0.202999486,-0.414581599,-0.326488017,-0.70701417,-0.346565666,-0.100524931,-0.486313316,-0.136523566,-0.787989306,-0.382050472,-1.852767805,-0.852438549,-0.242196651,-0.852438549,-0.580396994,0
claterza/ppo-Huggy-v1,0.710750584,1.052735393,-1.252793489,-0.810340341,0.942376697,0.416565117,-0.446011826,-0.121623863,-0.214127239,-0.358147335,1.631344432,0.890182148,-0.260176026,0.202999486,-0.1507253,-0.326488017,-0.385238883,-0.211294412,-0.100524931,-0.486313316,0.089425917,-0.401076986,-0.293562045,0.53973304,-0.852438549,-0.242196651,-0.852438549,-0.580396994,1
ghatgetanuj/albert-large-v2_cls_CR,0.703574776,1.044138811,0.798216154,-0.461010685,0.20743074,0.55331538,-0.103770931,-0.042557921,-0.211850566,-0.358147335,1.621196766,0.882322048,-0.260176026,0.202999486,-0.414581599,-0.326488017,0.499643157,-0.346565666,-0.100524931,0.604294654,-0.136523566,-0.014164666,-0.252721233,0.53973304,1.173105088,-0.242196651,1.173105088,1.722958615,0
LucianoDeben/q-FrozenLake-v1-4x4-noSlippery,0.692811063,1.031243938,-1.252793489,-0.810340341,-1.584000031,0.416565117,-0.446011826,-0.121623863,-0.214127239,-0.358147335,1.605975267,0.8705319,-0.260176026,0.202999486,-0.1507253,-0.326488017,-0.70701417,-0.414201293,-0.100524931,-0.486313316,-0.136523566,-0.594533146,-0.354823264,0.53973304,-0.852438549,-0.242196651,-0.852438549,-0.580396994,1
cxyz/krtysrshsvnsxyt,0.68204735,1.018349065,0.798216154,1.052751158,-1.262461175,0.963566171,0.067349516,-0.121623863,-0.045683356,-0.358147335,1.590753768,0.858741751,-0.260176026,0.202999486,-0.414581599,-0.155223022,-0.70701417,-0.211294412,-0.100524931,-0.486313316,-0.136523566,-0.691261226,-0.353688797,0.53973304,-0.852438549,-0.242196651,-0.852438549,-0.580396994,0
DrTech/phishing_url_detection,0.671283637,1.005454192,0.798216154,1.634967251,-1.584000031,-1.361188309,-0.446011826,-0.042557921,-0.214127239,-0.206569624,0.322295499,0.846951602,-0.260176026,0.202999486,-0.414581599,-0.326488017,-0.70701417,-0.414201293,-0.100524931,-0.486313316,-0.136523566,-0.787989306,-0.380916005,0.53973304,-0.852438549,-0.242196651,-0.852438549,-0.580396994,0
mitro99/Q-taxiv3,0.653344116,0.983962737,-1.252793489,-0.810340341,-1.584000031,0.416565117,-0.446011826,-0.121623863,-0.214127239,-0.358147335,1.550163103,0.827301355,-0.260176026,0.202999486,-0.1507253,-0.326488017,-0.70701417,-0.414201293,-0.100524931,-0.486313316,-0.136523566,-0.594533146,-0.354823264,0.53973304,-0.852438549,-0.242196651,-0.852438549,-0.580396994,1
Pranavsk/ppo-Huggy,0.635404595,0.962471282,-1.252793489,-0.810340341,0.942376697,0.416565117,-0.446011826,-0.121623863,-0.214127239,-0.358147335,1.524793938,0.807651107,-0.260176026,0.202999486,-0.1507253,-0.326488017,-0.385238883,-0.211294412,-0.100524931,-0.486313316,0.089425917,-0.401076986,-0.293562045,0.53973304,-0.852438549,-0.242196651,-0.852438549,-0.580396994,1
uumlaut/ddpm-vangogh-128,0.624640882,0.940979827,0.798216154,-0.461010685,-1.308395297,-1.361188309,-0.046730782,-0.121623863,-0.199492155,-0.054991913,-0.114054145,0.788000859,-0.260176026,0.202999486,-0.1507253,-0.155223022,0.17786787,-0.278930039,-0.100524931,-0.486313316,0.315375399,-0.014164666,-0.248183365,0.53973304,1.173105088,-0.242196651,1.173105088,-0.580396994,1
jenny07/sd-1-5-jjeenn,0.613877169,0.382201995,0.798216154,1.052751158,-1.262461175,0.963566171,0.124389666,0.036508021,-0.037764562,-0.358147335,1.494350939,0.78407081,-0.260176026,0.202999486,-0.414581599,-0.326488017,-0.70701417,-0.211294412,-0.100524931,-0.486313316,-0.136523566,-0.691261226,-0.357092198,0.53973304,-0.852438549,-0.242196651,-0.852438549,-0.580396994,0
sudong97/kobigbird-test45-80739120,0.603113456,0.923786663,-1.252793489,-0.810340341,0.20743074,0.279814853,-0.388971676,-0.121623863,-0.198951816,-0.358147335,1.47912944,0.772280661,-0.260176026,0.202999486,-0.414581599,-0.326488017,0.499643157,-0.346565666,-0.100524931,0.604294654,-0.136523566,-0.014164666,-0.267469304,0.53973304,1.173105088,-0.242196651,1.173105088,-0.580396994,0
tmilushev/q-FrozenLake-v1-4x4-noSlippery,0.595937648,0.915190081,-1.252793489,-0.810340341,-1.584000031,0.416565117,-0.446011826,-0.121623863,-0.214127239,-0.358147335,1.468981774,0.764420562,-0.260176026,0.202999486,-0.1507253,-0.326488017,-0.70701417,-0.414201293,-0.100524931,-0.486313316,-0.136523566,-0.594533146,-0.354823264,0.53973304,-0.852438549,-0.242196651,-0.852438549,-0.580396994,1
lunared473/q-FrozenLake-v1-4x4-noSlippery,0.585173935,0.902295208,-1.252793489,-0.810340341,-1.584000031,0.416565117,-0.446011826,-0.121623863,-0.214127239,-0.358147335,1.453760275,0.752630413,-0.260176026,0.202999486,-0.1507253,-0.326488017,-0.70701417,-0.414201293,-0.100524931,-0.486313316,-0.136523566,-0.594533146,-0.354823264,0.53973304,-0.852438549,-0.242196651,-0.852438549,-0.580396994,1
chqmatteo/a2c-PandaReachDense-v2,0.577998126,-0.017539069,-1.252793489,-0.810340341,0.80457433,0.416565117,-0.274891378,-0.042557921,-0.214124305,0.096585797,-0.332228967,-0.088400191,1.439939732,0.202999486,-0.1507253,-0.326488017,-0.70701417,-0.278930039,-0.100524931,-0.486313316,-0.136523566,-0.594533146,-0.351419863,0.53973304,-0.852438549,-0.242196651,-0.852438549,-0.580396994,0
